"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"
"GO:0090128"	"GO:0090128"	"regulation of synapse maturation"	31	0.628904184040374	1.96981000864769	0.000167319159257235	0.00129394962550257	0.000835544649815902	2162	"tags=42%, list=13%, signal=36%"
"GO:0030100"	"GO:0030100"	"regulation of endocytosis"	301	0.358113441765141	1.56148493483384	0.000167576893414581	0.00129422631192109	0.000835723315083939	3130	"tags=30%, list=19%, signal=25%"
"GO:0006979"	"GO:0006979"	"response to oxidative stress"	381	-0.266760284719015	-1.40108994590158	0.000170415893772898	0.00131441147697059	0.000848757521617453	2777	"tags=27%, list=17%, signal=23%"
"GO:0016180"	"GO:0016180"	"snRNA processing"	33	-0.594364089341166	-2.08354903243163	0.000171545528093397	0.0013213764521963	0.000853255028839714	4375	"tags=64%, list=27%, signal=46%"
"GO:1903533"	"GO:1903533"	"regulation of protein targeting"	49	0.560426211342584	1.91410917078737	0.000174958483974816	0.00134588775733134	0.000869082762363445	2879	"tags=39%, list=18%, signal=32%"
"GO:0072163"	"GO:0072163"	"mesonephric epithelium development"	94	-0.406741226858444	-1.76396650098144	0.000176280179715284	0.00135248648410503	0.000873343771248712	3533	"tags=45%, list=22%, signal=35%"
"GO:0072164"	"GO:0072164"	"mesonephric tubule development"	94	-0.406741226858444	-1.76396650098144	0.000176280179715284	0.00135248648410503	0.000873343771248712	3533	"tags=45%, list=22%, signal=35%"
"GO:0099601"	"GO:0099601"	"regulation of neurotransmitter receptor activity"	13	0.771753302071353	1.96773494116438	0.00017710875228093	0.00135705799546662	0.000876295742318122	2433	"tags=77%, list=15%, signal=65%"
"GO:0010165"	"GO:0010165"	"response to X-ray"	28	-0.599937206865744	-2.0164675274977	0.000180981147318822	0.00138490954070348	0.000894280375686457	2161	"tags=46%, list=13%, signal=40%"
"GO:0006406"	"GO:0006406"	"mRNA export from nucleus"	62	-0.4677520723805	-1.88205547591342	0.000181931841350742	0.00139035985179053	0.000897799815839973	4397	"tags=53%, list=27%, signal=39%"
"GO:1902514"	"GO:1902514"	"regulation of calcium ion transmembrane transport via high voltage-gated calcium channel"	13	0.771276180954861	1.96651842820671	0.000182979701868856	0.0013965374890017	0.000901788913729539	1412	"tags=62%, list=9%, signal=56%"
"GO:0097106"	"GO:0097106"	"postsynaptic density organization"	57	0.539110046677069	1.88521829651192	0.000185368114270931	0.00141291695988732	0.000912365661846741	2988	"tags=47%, list=19%, signal=39%"
"GO:1903421"	"GO:1903421"	"regulation of synaptic vesicle recycling"	45	0.57671610028601	1.93517840750908	0.000187470262679771	0.00142707454528165	0.000921507667452991	3605	"tags=56%, list=22%, signal=43%"
"GO:0021859"	"GO:0021859"	"pyramidal neuron differentiation"	20	0.706995308355734	2.02092044814389	0.000188824253238817	0.00143550745845573	0.000926953069148767	1303	"tags=40%, list=8%, signal=37%"
"GO:0040029"	"GO:0040029"	"epigenetic regulation of gene expression"	252	-0.305166004191633	-1.53401178194655	0.000190183327125602	0.00144395700581951	0.00093240921207275	5176	"tags=43%, list=32%, signal=30%"
"GO:0014072"	"GO:0014072"	"response to isoquinoline alkaloid"	18	0.72397189936478	2.01453293298713	0.000193193740090625	0.0014649059798029	0.000945936634459194	3130	"tags=72%, list=19%, signal=58%"
"GO:0003198"	"GO:0003198"	"epithelial to mesenchymal transition involved in endocardial cushion formation"	15	-0.737081806970853	-2.11835216954452	0.000194166342095836	0.00147036875423483	0.000949464122593036	2368	"tags=53%, list=15%, signal=46%"
"GO:0051602"	"GO:0051602"	"response to electrical stimulus"	38	0.597183894358251	1.94455614844914	0.000194774854398112	0.00147306378209519	0.000951204388261379	1149	"tags=32%, list=7%, signal=29%"
"GO:1903350"	"GO:1903350"	"response to dopamine"	41	0.564472344392576	1.86162236925622	0.000196113214498318	0.00147934819371241	0.000955262433799253	3130	"tags=46%, list=19%, signal=37%"
"GO:1903351"	"GO:1903351"	"cellular response to dopamine"	41	0.564472344392576	1.86162236925622	0.000196113214498318	0.00147934819371241	0.000955262433799253	3130	"tags=46%, list=19%, signal=37%"
"GO:0000479"	"GO:0000479"	"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	16	-0.722954098259681	-2.13113731253326	0.000197268798985219	0.00148614259287185	0.000959649794601019	3305	"tags=69%, list=21%, signal=55%"
"GO:1904358"	"GO:1904358"	"positive regulation of telomere maintenance via telomere lengthening"	26	-0.615888185365416	-2.05017627479937	0.000198491341992492	0.00149342324536545	0.000964351144729567	3269	"tags=62%, list=20%, signal=49%"
"GO:1904996"	"GO:1904996"	"positive regulation of leukocyte adhesion to vascular endothelial cell"	20	-0.666202499851063	-2.06126148881386	0.00019900959614913	0.0014942058120814	0.000964856473082196	2422	"tags=65%, list=15%, signal=55%"
"GO:0061013"	"GO:0061013"	"regulation of mRNA catabolic process"	173	-0.332837636855392	-1.59172854263061	0.000199107857312167	0.0014942058120814	0.000964856473082196	2744	"tags=28%, list=17%, signal=23%"
"GO:0097107"	"GO:0097107"	"postsynaptic density assembly"	32	0.642113432063082	2.02281281063955	0.000200860281717641	0.0015054194122051	0.000972097453259374	3621	"tags=66%, list=22%, signal=51%"
"GO:1900087"	"GO:1900087"	"positive regulation of G1/S transition of mitotic cell cycle"	47	-0.505040924767569	-1.89788538346233	0.000202902962164406	0.00151877685799827	0.000980722783139087	2941	"tags=47%, list=18%, signal=38%"
"GO:0090100"	"GO:0090100"	"positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	96	-0.401178089558414	-1.76272331550923	0.000208123933213683	0.00155585981354998	0.00100466843334054	3150	"tags=46%, list=20%, signal=37%"
"GO:0007178"	"GO:0007178"	"cell surface receptor protein serine/threonine kinase signaling pathway"	339	-0.274927569691718	-1.42293542497397	0.000209006711550601	0.00156045855960507	0.00100763799072242	3059	"tags=27%, list=19%, signal=23%"
"GO:0009263"	"GO:0009263"	"deoxyribonucleotide biosynthetic process"	19	-0.683498393555478	-2.08722888115936	0.00021080254775551	0.00156784394893161	0.00101240697277317	1606	"tags=47%, list=10%, signal=43%"
"GO:0009265"	"GO:0009265"	"2'-deoxyribonucleotide biosynthetic process"	19	-0.683498393555478	-2.08722888115936	0.00021080254775551	0.00156784394893161	0.00101240697277317	1606	"tags=47%, list=10%, signal=43%"
"GO:0046385"	"GO:0046385"	"deoxyribose phosphate biosynthetic process"	19	-0.683498393555478	-2.08722888115936	0.00021080254775551	0.00156784394893161	0.00101240697277317	1606	"tags=47%, list=10%, signal=43%"
"GO:0099518"	"GO:0099518"	"vesicle cytoskeletal trafficking"	61	0.519826724184502	1.83676464820579	0.000212569896893353	0.00157736453114706	0.00101855471714936	2094	"tags=34%, list=13%, signal=30%"
"GO:0030323"	"GO:0030323"	"respiratory tube development"	200	-0.316021991770937	-1.55034112558351	0.000212623653143815	0.00157736453114706	0.00101855471714936	3243	"tags=31%, list=20%, signal=25%"
"GO:1901970"	"GO:1901970"	"positive regulation of mitotic sister chromatid separation"	20	-0.66388222154272	-2.05408243991899	0.000213750787412183	0.00158251298921159	0.00102187924115388	3164	"tags=70%, list=20%, signal=56%"
"GO:0022037"	"GO:0022037"	"metencephalon development"	133	0.438390849494004	1.75380220250238	0.000213860441690745	0.00158251298921159	0.00102187924115388	1915	"tags=30%, list=12%, signal=27%"
"GO:0050850"	"GO:0050850"	"positive regulation of calcium-mediated signaling"	49	0.55491939079642	1.89530088613552	0.000214200470640829	0.00158302020824674	0.00102220676870422	2913	"tags=45%, list=18%, signal=37%"
"GO:0001558"	"GO:0001558"	"regulation of cell growth"	387	0.334437717251117	1.49146414643392	0.000214514225612719	0.00158333221461742	0.0010224082411948	2752	"tags=27%, list=17%, signal=23%"
"GO:0006783"	"GO:0006783"	"heme biosynthetic process"	26	-0.61394938116349	-2.04372235918495	0.000216134707328913	0.00159327620535385	0.00102882939399231	4526	"tags=62%, list=28%, signal=44%"
"GO:0000022"	"GO:0000022"	"mitotic spindle elongation"	10	-0.797703882848878	-2.03709342290279	0.000225066545096935	0.00165493445707469	0.00106864409877446	2562	"tags=80%, list=16%, signal=67%"
"GO:0034331"	"GO:0034331"	"cell junction maintenance"	64	0.508589633601398	1.80408683701147	0.000225011599216316	0.00165493445707469	0.00106864409877446	1759	"tags=34%, list=11%, signal=31%"
"GO:0072578"	"GO:0072578"	"neurotransmitter-gated ion channel clustering"	23	0.676377097825683	1.97019093086132	0.000226219016215805	0.0016613137072473	0.00107276338460021	3203	"tags=65%, list=20%, signal=52%"
"GO:0060632"	"GO:0060632"	"regulation of microtubule-based movement"	45	0.573381103303168	1.92398778157181	0.000227286007360502	0.0016670499483259	0.00107646745889244	2795	"tags=44%, list=17%, signal=37%"
"GO:0046058"	"GO:0046058"	"cAMP metabolic process"	23	0.675750448246344	1.96836558916657	0.000229897293814435	0.00168408432189946	0.00108746709861708	1959	"tags=52%, list=12%, signal=46%"
"GO:0006119"	"GO:0006119"	"oxidative phosphorylation"	129	-0.364963962729685	-1.6760692173487	0.000234092012760789	0.00171266063539293	0.00110591973802462	6188	"tags=57%, list=38%, signal=35%"
"GO:1903313"	"GO:1903313"	"positive regulation of mRNA metabolic process"	138	-0.349813311038346	-1.62320229771097	0.000235151252637535	0.00171825432848304	0.00110953176452244	2755	"tags=30%, list=17%, signal=25%"
"GO:0009127"	"GO:0009127"	"purine nucleoside monophosphate biosynthetic process"	23	-0.652028943341735	-2.11734356476152	0.000236103807801327	0.00172090162911192	0.00111124121119125	2978	"tags=65%, list=18%, signal=53%"
"GO:0050848"	"GO:0050848"	"regulation of calcium-mediated signaling"	83	0.479841626801629	1.77865078447225	0.000235816804920512	0.00172090162911192	0.00111124121119125	2913	"tags=35%, list=18%, signal=29%"
"GO:0032011"	"GO:0032011"	"ARF protein signal transduction"	23	0.674962702423739	1.96607099687403	0.000237253852719975	0.00172497159003763	0.00111386931510612	2656	"tags=52%, list=16%, signal=44%"
"GO:0032012"	"GO:0032012"	"regulation of ARF protein signal transduction"	23	0.674962702423739	1.96607099687403	0.000237253852719975	0.00172497159003763	0.00111386931510612	2656	"tags=52%, list=16%, signal=44%"
"GO:0090263"	"GO:0090263"	"positive regulation of canonical Wnt signaling pathway"	107	-0.38460378348687	-1.7005625561343	0.000238597352498423	0.00173257928072018	0.00111878184425098	4014	"tags=42%, list=25%, signal=32%"
"GO:0007179"	"GO:0007179"	"transforming growth factor beta receptor signaling pathway"	192	-0.322316135076561	-1.56162608115517	0.000239647323168923	0.00173803923059451	0.00112230750847766	4370	"tags=39%, list=27%, signal=28%"
"GO:0043489"	"GO:0043489"	"RNA stabilization"	82	-0.416851191752089	-1.79956535813856	0.000240050363133109	0.00173879958686852	0.0011227984948377	1604	"tags=26%, list=10%, signal=23%"
"GO:0002040"	"GO:0002040"	"sprouting angiogenesis"	130	-0.360170457014962	-1.65922699752816	0.000240600328106461	0.00174062098410518	0.00112397462927623	3343	"tags=38%, list=21%, signal=30%"
"GO:0007056"	"GO:0007056"	"spindle assembly involved in female meiosis"	12	-0.762269431306795	-2.04109680477514	0.000244477870971523	0.0017664813700557	0.00114067350742208	2708	"tags=83%, list=17%, signal=69%"
"GO:0090313"	"GO:0090313"	"regulation of protein targeting to membrane"	32	0.637930921648424	2.00963688996114	0.000245494911874835	0.00177163469200763	0.00114400117219422	2879	"tags=50%, list=18%, signal=41%"
"GO:0030517"	"GO:0030517"	"negative regulation of axon extension"	37	0.584650340903447	1.90343576695891	0.00024595162987425	0.00177273665487855	0.00114471274485745	2608	"tags=49%, list=16%, signal=41%"
"GO:0072384"	"GO:0072384"	"organelle transport along microtubule"	89	0.468007533229728	1.75501590222065	0.000246486582909667	0.00177439909252626	0.00114578623400634	3173	"tags=37%, list=20%, signal=30%"
"GO:0001822"	"GO:0001822"	"kidney development"	318	-0.277479387525954	-1.42475005476053	0.000252382402694267	0.00181460146746026	0.00117174619305262	3243	"tags=31%, list=20%, signal=26%"
"GO:0090329"	"GO:0090329"	"regulation of DNA-templated DNA replication"	33	-0.584338372559321	-2.04840378581452	0.00025814877296227	0.00185377524032389	0.00119704195085045	3369	"tags=48%, list=21%, signal=38%"
"GO:0035265"	"GO:0035265"	"organ growth"	187	-0.322256133588815	-1.55783417327806	0.000258691875396428	0.00185539031419013	0.0011980848556911	3223	"tags=34%, list=20%, signal=28%"
"GO:0099525"	"GO:0099525"	"presynaptic dense core vesicle exocytosis"	10	0.823976698989068	1.94076863525375	0.000260009994899156	0.00186255316984887	0.0012027101406366	593	"tags=50%, list=4%, signal=48%"
"GO:0009165"	"GO:0009165"	"nucleotide biosynthetic process"	210	-0.311339762882899	-1.54421620121105	0.000261425707619634	0.00187039668850317	0.00120777495144389	3625	"tags=34%, list=23%, signal=27%"
"GO:0009611"	"GO:0009611"	"response to wounding"	461	-0.253388011798723	-1.3628779353824	0.000262447917456791	0.00187540907682665	0.00121101161086551	1886	"tags=29%, list=12%, signal=26%"
"GO:0070601"	"GO:0070601"	"centromeric sister chromatid cohesion"	11	-0.781309509455928	-2.04742046818402	0.000263302893223387	0.00187921563082689	0.00121346962450564	2741	"tags=82%, list=17%, signal=68%"
"GO:0071542"	"GO:0071542"	"dopaminergic neuron differentiation"	37	-0.546818846198911	-1.98117435022752	0.000266191024520117	0.00189750594618191	0.00122528026599982	2741	"tags=46%, list=17%, signal=38%"
"GO:0060441"	"GO:0060441"	"epithelial tube branching involved in lung morphogenesis"	31	-0.578689554067073	-1.99023327889546	0.000267526580513637	0.00190469779117829	0.00122992427028762	2768	"tags=48%, list=17%, signal=40%"
"GO:0051255"	"GO:0051255"	"spindle midzone assembly"	11	-0.780421681722909	-2.04509391686114	0.000271188428665494	0.00192841430188841	0.00124523877963604	3099	"tags=91%, list=19%, signal=73%"
"GO:2000027"	"GO:2000027"	"regulation of animal organ morphogenesis"	76	-0.421840687641784	-1.7797284068296	0.000274719971741161	0.00195114757030781	0.0012599183779962	2998	"tags=45%, list=19%, signal=37%"
"GO:0015804"	"GO:0015804"	"neutral amino acid transport"	46	0.551564532277411	1.85850304214384	0.000278685601796989	0.00197690479814872	0.00127655064365198	2639	"tags=48%, list=16%, signal=40%"
"GO:0141156"	"GO:0141156"	"cAMP/PKA signal transduction"	57	0.534583405827608	1.86938904939672	0.000282079893413382	0.00199855146840028	0.00129052859082902	1495	"tags=33%, list=9%, signal=30%"
"GO:0031124"	"GO:0031124"	"mRNA 3'-end processing"	43	-0.503512327781401	-1.87347219135882	0.000283177464185392	0.00200382307481263	0.00129393263565964	3327	"tags=40%, list=21%, signal=31%"
"GO:0009142"	"GO:0009142"	"nucleoside triphosphate biosynthetic process"	114	-0.369790397948988	-1.65751341672879	0.000283511239362103	0.00200382307481263	0.00129393263565964	3486	"tags=32%, list=22%, signal=25%"
"GO:0061337"	"GO:0061337"	"cardiac conduction"	59	0.516633387513026	1.82272633592232	0.000284486364942144	0.00200828086437971	0.00129681117292984	2645	"tags=39%, list=16%, signal=33%"
"GO:0043487"	"GO:0043487"	"regulation of RNA stability"	177	-0.331171229682671	-1.58880931104742	0.000285592286132109	0.00201365008517089	0.00130027825048629	2888	"tags=28%, list=18%, signal=23%"
"GO:0140115"	"GO:0140115"	"export across plasma membrane"	65	0.508851964628231	1.80585913850361	0.000290591222558928	0.00204642200331052	0.00132144012597672	2133	"tags=37%, list=13%, signal=32%"
"GO:0045471"	"GO:0045471"	"response to ethanol"	124	0.430403625633521	1.71101630138296	0.000291299986691621	0.00204893874837013	0.00132306526873967	2656	"tags=29%, list=16%, signal=24%"
"GO:0089718"	"GO:0089718"	"amino acid import across plasma membrane"	46	0.550222146924324	1.85397985924058	0.000292035654357383	0.00205078128217064	0.00132425505173336	2658	"tags=50%, list=17%, signal=42%"
"GO:0006898"	"GO:0006898"	"receptor-mediated endocytosis"	248	0.36759998342522	1.5718368286636	0.000292265348222226	0.00205078128217064	0.00132425505173336	2512	"tags=25%, list=16%, signal=21%"
"GO:0036297"	"GO:0036297"	"interstrand cross-link repair"	39	-0.538571523266162	-1.97656123400869	0.000295820997896869	0.00207323586386616	0.00133875469316435	4147	"tags=59%, list=26%, signal=44%"
"GO:0098935"	"GO:0098935"	"dendritic transport"	21	0.694153713507561	2.00561617692324	0.000298623127704939	0.00209036189393457	0.00134981351841861	1961	"tags=52%, list=12%, signal=46%"
"GO:0086009"	"GO:0086009"	"membrane repolarization"	45	0.568022820932193	1.90600799508674	0.000300281834461637	0.0020983011168362	0.00135494012851873	2645	"tags=47%, list=16%, signal=39%"
"GO:0031109"	"GO:0031109"	"microtubule polymerization or depolymerization"	146	0.416216320550403	1.69592852528046	0.000300477007813108	0.0020983011168362	0.00135494012851873	2498	"tags=33%, list=16%, signal=28%"
"GO:0000184"	"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	45	-0.517165216236723	-1.93683797987032	0.000303603321216008	0.00211759684929491	0.00136739999998698	3290	"tags=40%, list=20%, signal=32%"
"GO:0043039"	"GO:0043039"	"tRNA aminoacylation"	44	-0.506859657028755	-1.89414440662414	0.000305895397206051	0.00213103472055972	0.0013760772631655	5130	"tags=59%, list=32%, signal=40%"
"GO:0001504"	"GO:0001504"	"neurotransmitter uptake"	32	0.633575551752481	1.99591642005557	0.000310730370305234	0.00216213459337687	0.00139615944552421	3340	"tags=66%, list=21%, signal=52%"
"GO:0034776"	"GO:0034776"	"response to histamine"	10	0.820070111773174	1.93156718338163	0.000312414148542155	0.00217125971412313	0.00140205182778407	1038	"tags=50%, list=6%, signal=47%"
"GO:1904950"	"GO:1904950"	"negative regulation of establishment of protein localization"	134	0.414809688853715	1.65733795411004	0.000315707070848071	0.00219153325013703	0.00141514309827513	2564	"tags=29%, list=16%, signal=25%"
"GO:0009067"	"GO:0009067"	"aspartate family amino acid biosynthetic process"	18	-0.678517963822107	-2.05948727933439	0.000317280020019677	0.00219983328981538	0.00142050269930582	3242	"tags=61%, list=20%, signal=49%"
"GO:0043297"	"GO:0043297"	"apical junction assembly"	65	-0.445161930348315	-1.81997993929306	0.000318633188602939	0.00220659159470753	0.001424866752885	3302	"tags=48%, list=21%, signal=38%"
"GO:1902683"	"GO:1902683"	"regulation of receptor localization to synapse"	42	0.566352790159398	1.88328700837741	0.000325872980946497	0.00225405142574024	0.0014555130834059	2955	"tags=62%, list=18%, signal=51%"
"GO:0003401"	"GO:0003401"	"axis elongation"	28	-0.585958821260951	-1.96948434269713	0.000326443012775775	0.00225531896622695	0.00145633157483032	3395	"tags=61%, list=21%, signal=48%"
"GO:1900449"	"GO:1900449"	"regulation of glutamate receptor signaling pathway"	11	0.795551178124162	1.91668497311979	0.000327910159493865	0.00226277413018784	0.00146114561259365	1013	"tags=55%, list=6%, signal=51%"
"GO:0061037"	"GO:0061037"	"negative regulation of cartilage development"	30	-0.562067978527276	-1.91402908901662	0.000333949179299508	0.00230172300767782	0.00148629614825724	530	"tags=47%, list=3%, signal=45%"
"GO:0046068"	"GO:0046068"	"cGMP metabolic process"	15	0.75809749370515	2.01456575432632	0.000339279990928091	0.00233295003195955	0.00150646043638255	831	"tags=47%, list=5%, signal=44%"
"GO:1902991"	"GO:1902991"	"regulation of amyloid precursor protein catabolic process"	44	0.560639865380955	1.8732606741966	0.000339259797035311	0.00233295003195955	0.00150646043638255	3253	"tags=48%, list=20%, signal=38%"
"GO:0032259"	"GO:0032259"	"methylation"	180	-0.324569241869707	-1.56281570142538	0.000343009556499102	0.00235581710712163	0.0015212264380352	3961	"tags=33%, list=25%, signal=25%"
"GO:0046184"	"GO:0046184"	"aldehyde biosynthetic process"	25	-0.595642153408914	-1.96167001467382	0.000343960223355857	0.00235956713222118	0.00152364794915653	4406	"tags=64%, list=27%, signal=47%"
"GO:0051489"	"GO:0051489"	"regulation of filopodium assembly"	49	0.548220069584017	1.87241967196106	0.00034507229859805	0.00236441430449498	0.00152677792329176	2845	"tags=45%, list=18%, signal=37%"
"GO:0006167"	"GO:0006167"	"AMP biosynthetic process"	14	-0.728735504093726	-2.06036230038788	0.000348537207448154	0.00238255622113738	0.00153849273899185	2532	"tags=71%, list=16%, signal=60%"
"GO:0035641"	"GO:0035641"	"locomotory exploration behavior"	22	0.678778035996358	1.96811649130054	0.00034816691242635	0.00238255622113738	0.00153849273899185	1495	"tags=41%, list=9%, signal=37%"
"GO:0042417"	"GO:0042417"	"dopamine metabolic process"	42	0.564968490950941	1.87868381270098	0.000349096465345549	0.00238358488223641	0.00153915697835699	1578	"tags=26%, list=10%, signal=24%"
"GO:0034764"	"GO:0034764"	"positive regulation of transmembrane transport"	162	0.403713893265848	1.66132306664088	0.000351534128266645	0.0023974216396758	0.00154809181509362	2928	"tags=35%, list=18%, signal=29%"
"GO:0072528"	"GO:0072528"	"pyrimidine-containing compound biosynthetic process"	40	-0.527471363281289	-1.94182288505901	0.000352054857695265	0.00239816807852931	0.0015485738145302	2184	"tags=38%, list=14%, signal=32%"
"GO:0001657"	"GO:0001657"	"ureteric bud development"	93	-0.408946806089328	-1.7749231984527	0.00035342830114455	0.00240471461373847	0.00155280112165332	3533	"tags=45%, list=22%, signal=35%"
"GO:0021987"	"GO:0021987"	"cerebral cortex development"	139	0.419392694163149	1.68876129921343	0.000356458410762704	0.00242250465402952	0.0015642887195414	2857	"tags=37%, list=18%, signal=30%"
"GO:0021879"	"GO:0021879"	"forebrain neuron differentiation"	97	0.464291513659152	1.76731308572904	0.000357226978779943	0.00242490164524546	0.00156583653341812	2478	"tags=34%, list=15%, signal=29%"
"GO:0014049"	"GO:0014049"	"positive regulation of glutamate secretion"	13	0.753499023552375	1.92119211255434	0.000363833268518372	0.00246687417294259	0.00159293953670773	1452	"tags=54%, list=9%, signal=49%"
"GO:0009147"	"GO:0009147"	"pyrimidine nucleoside triphosphate metabolic process"	19	-0.672596422956946	-2.05393705763885	0.000364431156671414	0.00246805815859584	0.00159370407410435	2031	"tags=47%, list=13%, signal=41%"
"GO:0031055"	"GO:0031055"	"chromatin remodeling at centromere"	10	-0.784132093727505	-2.00243519577039	0.000374810114774198	0.00253246556112207	0.00163529399347113	1541	"tags=90%, list=10%, signal=81%"
"GO:0034080"	"GO:0034080"	"CENP-A containing chromatin assembly"	10	-0.784132093727505	-2.00243519577039	0.000374810114774198	0.00253246556112207	0.00163529399347113	1541	"tags=90%, list=10%, signal=81%"
"GO:0048661"	"GO:0048661"	"positive regulation of smooth muscle cell proliferation"	111	-0.377743460568395	-1.69143027594092	0.000375609993685003	0.00253275262068934	0.00163547935701302	2642	"tags=34%, list=16%, signal=29%"
"GO:0045785"	"GO:0045785"	"positive regulation of cell adhesion"	418	-0.258636630791989	-1.35641731552378	0.000375721319995931	0.00253275262068934	0.00163547935701302	2782	"tags=26%, list=17%, signal=22%"
"GO:0034472"	"GO:0034472"	"snRNA 3'-end processing"	21	-0.637210922092263	-1.998658768326	0.000378257680756017	0.00254396832351596	0.00164272169497271	4755	"tags=71%, list=30%, signal=50%"
"GO:0045664"	"GO:0045664"	"regulation of neuron differentiation"	207	0.376325769269715	1.5887531231338	0.000377826675766747	0.00254396832351596	0.00164272169497271	2653	"tags=34%, list=16%, signal=29%"
"GO:0001710"	"GO:0001710"	"mesodermal cell fate commitment"	12	-0.746887927979102	-1.99991040006655	0.000382781420167649	0.00257142679838429	0.00166045251023488	2643	"tags=75%, list=16%, signal=63%"
"GO:1990573"	"GO:1990573"	"potassium ion import across plasma membrane"	45	0.561875776891518	1.88538150851627	0.000383460747732072	0.00257302602994904	0.00166148518519487	2728	"tags=49%, list=17%, signal=41%"
"GO:0060561"	"GO:0060561"	"apoptotic process involved in morphogenesis"	24	-0.618461775202593	-2.04180891017038	0.000383945181972307	0.00257331535181669	0.00166167200957646	4728	"tags=79%, list=29%, signal=56%"
"GO:0015986"	"GO:0015986"	"proton motive force-driven ATP synthesis"	66	-0.436600624365245	-1.7854559557659	0.00038574987707864	0.00258244263288812	0.00166756578682735	6308	"tags=58%, list=39%, signal=35%"
"GO:0072078"	"GO:0072078"	"nephron tubule morphogenesis"	68	-0.426644409992967	-1.75667970017123	0.00038702719455241	0.00258802244430631	0.00167116884948572	3338	"tags=46%, list=21%, signal=36%"
"GO:0141162"	"GO:0141162"	"negative regulation of cAMP/PKA signal transduction"	26	0.647374566155896	1.94625817475108	0.000387508374153798	0.00258827185531591	0.00167132990215004	1495	"tags=50%, list=9%, signal=45%"
"GO:0000463"	"GO:0000463"	"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	19	-0.671714281508956	-2.05124322379099	0.000388133489881816	0.0025894809834106	0.00167211067482507	4140	"tags=74%, list=26%, signal=55%"
"GO:2000573"	"GO:2000573"	"positive regulation of DNA biosynthetic process"	51	-0.48415814082366	-1.86977368815997	0.000389607375849426	0.00259634355266058	0.00167654205523416	3269	"tags=49%, list=20%, signal=39%"
"GO:0019098"	"GO:0019098"	"reproductive behavior"	49	0.546718943054889	1.86729264542703	0.00039108062931878	0.00260035717164762	0.00167913377735759	2824	"tags=45%, list=18%, signal=37%"
"GO:0007224"	"GO:0007224"	"smoothened signaling pathway"	161	-0.329846609904322	-1.54730902556593	0.000391101567404383	0.00260035717164762	0.00167913377735759	4223	"tags=40%, list=26%, signal=30%"
"GO:0009221"	"GO:0009221"	"pyrimidine deoxyribonucleotide biosynthetic process"	12	-0.746335615677572	-1.99843149664003	0.000393640288004481	0.00261425571680425	0.00168810851239903	805	"tags=42%, list=5%, signal=40%"
"GO:0071248"	"GO:0071248"	"cellular response to metal ion"	165	0.403411079607295	1.66587881802297	0.000402154030871977	0.0026677589920529	0.00172265728810139	2357	"tags=30%, list=15%, signal=26%"
"GO:0060349"	"GO:0060349"	"bone morphogenesis"	99	-0.388017477665232	-1.72772457167174	0.000403919960735559	0.00267339079574239	0.00172629392383188	2524	"tags=31%, list=16%, signal=27%"
"GO:0007264"	"GO:0007264"	"small GTPase-mediated signal transduction"	428	0.326297389962846	1.46693108894512	0.000403516203983222	0.00267339079574239	0.00172629392383188	2898	"tags=27%, list=18%, signal=23%"
"GO:0051294"	"GO:0051294"	"establishment of spindle orientation"	46	-0.483170996516762	-1.81667417962017	0.000412324988246463	0.00272592631118495	0.00176021778608139	3116	"tags=48%, list=19%, signal=39%"
"GO:0170038"	"GO:0170038"	"proteinogenic amino acid biosynthetic process"	43	-0.494018105724484	-1.83814602351583	0.00041360948976748	0.00273132155700359	0.00176370166883027	4768	"tags=58%, list=30%, signal=41%"
"GO:1902475"	"GO:1902475"	"L-alpha-amino acid transmembrane transport"	61	0.507610467717398	1.79359951842645	0.00041439014102939	0.00273338112255924	0.00176503159616829	2326	"tags=39%, list=14%, signal=34%"
"GO:0072527"	"GO:0072527"	"pyrimidine-containing compound metabolic process"	55	-0.457060981734167	-1.79631880773544	0.000415069387010034	0.00273476790469549	0.00176592708573879	2184	"tags=31%, list=14%, signal=27%"
"GO:0045454"	"GO:0045454"	"cell redox homeostasis"	32	-0.568442573817697	-1.97194623687439	0.000415972522825532	0.00273762503453237	0.00176777202583691	2850	"tags=47%, list=18%, signal=39%"
"GO:0046785"	"GO:0046785"	"microtubule polymerization"	101	0.443529990966759	1.69702777931118	0.000417173111961415	0.00274243113398761	0.00177087547793981	2399	"tags=35%, list=15%, signal=30%"
"GO:0062149"	"GO:0062149"	"detection of stimulus involved in sensory perception of pain"	37	0.574467694461219	1.87028430516299	0.0004193314936775	0.00275351569778548	0.00177803313523521	2895	"tags=51%, list=18%, signal=42%"
"GO:0043542"	"GO:0043542"	"endothelial cell migration"	213	-0.303961168020785	-1.49876396920171	0.000422603633300204	0.00277188052392969	0.00178989189072859	3432	"tags=35%, list=21%, signal=28%"
